index;TravelPrice;allerdepart;allerarrivee;retourdepart;retourarrivee;allercompanie;retourcompanie;allertimetravel;retourtimetravel;allerescale;retourescales;allerdeparth;allerarriveeh;retourdeparth;retourarriveeh
88;108,40;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Ryanair;· Easyjet;2 h 05 min;10 h 50 min;direct;1 escale;18:15;20:20;23:05;09:55
89;108,66;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;5 h 20 min;12 h 40 min;1 escale;1 escale;16:55;22:15;23:05;11:45
90;89,58;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;16 h 15 min;12 h 10 min;1 escale;1 escale;16:55;09:10;21:45;09:55
91;89,66;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;12 h 05 min;14 h 15 min;1 escale;1 escale;10:10;22:15;19:05;09:20
92;89,87;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;5 h 20 min;19 h 25 min;1 escale;1 escale;16:55;22:15;19:05;14:30
93;91,05;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;16 h 15 min;7 h 55 min;1 escale;1 escale;16:55;09:10;07:05;15:00
94;94,78;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;16 h 15 min;16 h 00 min;1 escale;1 escale;16:55;09:10;06:30;22:30
95;95,04;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;12 h 05 min;6 h 50 min;1 escale;1 escale;10:10;22:15;15:00;21:50
96;97,55;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Ryanair;· Différentes compagnies;11 h 00 min;12 h 10 min;1 escale;1 escale;22:10;09:10;21:45;09:55
97;98,03;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Transavia France;16 h 15 min;2 h 05 min;1 escale;direct;16:55;09:10;16:50;18:55
98;98,38;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;5 h 20 min;19 h 35 min;1 escale;1 escale;16:55;22:15;21:45;17:20
99;98,83;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Transavia France;13 h 30 min;2 h 05 min;1 escale;direct;19:40;09:10;16:50;18:55
100;100,14;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Différentes compagnies;· Différentes compagnies;6 h 05 min;16 h 00 min;1 escale;1 escale;10:10;16:15;06:30;22:30
101;100,17;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Iberia;16 h 15 min;2 h 05 min;1 escale;direct;16:55;09:10;20:10;22:15
102;100,96;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Ryanair;· Iberia;13 h 30 min;2 h 05 min;1 escale;direct;19:40;09:10;20:10;22:15
103;102,21;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;12 h 05 min;12 h 00 min;1 escale;1 escale;10:10;22:15;10:30;22:30
104;106,70;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Ryanair;· Iberia;12 h 05 min;2 h 05 min;1 escale;direct;10:10;22:15;11:35;13:40
105;107,40;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Différentes compagnies;2 h 05 min;16 h 00 min;direct;1 escale;14:25;16:30;06:30;22:30
106;107,40;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· Différentes compagnies;2 h 05 min;16 h 00 min;direct;1 escale;12:40;14:45;06:30;22:30
107;107,70;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;5 h 20 min;6 h 40 min;1 escale;1 escale;16:55;22:15;06:30;13:10
108;130,69;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Différentes compagnies;· Différentes compagnies;7 h 25 min;12 h 10 min;1 escale;1 escale;16:55;00:20;21:45;09:55
109;90,38;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;13 h 30 min;12 h 10 min;1 escale;1 escale;19:40;09:10;21:45;09:55
110;91,85;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;13 h 30 min;7 h 55 min;1 escale;1 escale;19:40;09:10;07:05;15:00
111;92,90;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;12 h 05 min;19 h 35 min;1 escale;1 escale;10:10;22:15;21:45;17:20
112;94,89;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;16 h 15 min;19 h 25 min;1 escale;1 escale;16:55;09:10;19:05;14:30
113;95,30;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Easyjet;12 h 05 min;10 h 50 min;1 escale;1 escale;10:10;22:15;23:05;09:55
114;95,58;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;13 h 30 min;16 h 00 min;1 escale;1 escale;19:40;09:10;06:30;22:30
115;99,02;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;11 h 00 min;7 h 55 min;1 escale;1 escale;22:10;09:10;07:05;15:00
116;101,50;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;· Différentes compagnies;· Différentes compagnies;16 h 15 min;12 h 10 min;1 escale;1 escale;06:00;22:15;21:45;09:55
117;101,74;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;13 h 05 min;12 h 10 min;1 escale;1 escale;09:50;22:55;21:45;09:55
118;102,22;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Ryanair;· Différentes compagnies;12 h 05 min;6 h 40 min;1 escale;1 escale;10:10;22:15;06:30;13:10
119;102,75;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;11 h 00 min;16 h 00 min;1 escale;1 escale;22:10;09:10;06:30;22:30
120;102,97;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Différentes compagnies;· Différentes compagnies;16 h 15 min;7 h 55 min;1 escale;1 escale;06:00;22:15;07:05;15:00
121;103,18;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;12 h 05 min;12 h 40 min;1 escale;1 escale;10:10;22:15;23:05;11:45
122;103,21;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;13 h 05 min;7 h 55 min;1 escale;1 escale;09:50;22:55;07:05;15:00
123;103,40;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;16 h 15 min;19 h 35 min;1 escale;1 escale;16:55;09:10;21:45;17:20
124;104,20;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;13 h 30 min;19 h 35 min;1 escale;1 escale;19:40;09:10;21:45;17:20
125;105,80;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;12 h 05 min;15 h 40 min;1 escale;1 escale;10:10;22:15;06:50;22:30
126;105,80;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Différentes compagnies;12 h 05 min;7 h 35 min;1 escale;1 escale;10:10;22:15;14:55;22:30
127;105,80;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Easyjet;16 h 15 min;10 h 50 min;1 escale;1 escale;16:55;09:10;23:05;09:55
128;106,00;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;16 h 45 min;12 h 10 min;1 escale;1 escale;06:10;22:55;21:45;09:55
129;106,00;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Différentes compagnies;2 h 05 min;19 h 35 min;direct;1 escale;18:15;20:20;21:45;17:20
130;106,59;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Easyjet;13 h 30 min;10 h 50 min;1 escale;1 escale;19:40;09:10;23:05;09:55
131;106,70;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;16 h 15 min;16 h 00 min;1 escale;1 escale;06:00;22:15;06:30;22:30
132;106,91;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;19 h 05 min;12 h 10 min;1 escale;1 escale;19:40;14:45;21:45;09:55
133;106,93;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;13 h 05 min;16 h 00 min;1 escale;1 escale;09:50;22:55;06:30;22:30
134;107,47;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;16 h 45 min;7 h 55 min;1 escale;1 escale;06:10;22:55;07:05;15:00
135;108,23;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Iberia;16 h 15 min;2 h 05 min;1 escale;direct;16:55;09:10;14:30;16:35
136;108,23;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Ryanair;· Iberia;16 h 15 min;2 h 05 min;1 escale;direct;16:55;09:10;18:05;20:10
137;108,23;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Ryanair;· Iberia;16 h 15 min;2 h 05 min;1 escale;direct;16:55;09:10;16:35;18:40
138;108,38;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;19 h 05 min;7 h 55 min;1 escale;1 escale;19:40;14:45;07:05;15:00
139;108,76;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;6 h 05 min;19 h 35 min;1 escale;1 escale;10:10;16:15;21:45;17:20
140;108,83;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;15 h 05 min;12 h 10 min;1 escale;1 escale;07:10;22:15;21:45;09:55
141;125,54;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;16 h 50 min;12 h 10 min;1 escale;1 escale;07:30;00:20;21:45;09:55
142;128,80;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Différentes compagnies;· Ryanair;16 h 50 min;14 h 00 min;1 escale;1 escale;07:30;00:20;21:45;11:45
143;129,89;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;13 h 10 min;12 h 10 min;1 escale;1 escale;11:10;00:20;21:45;09:55
144;129,92;Orly (ORY), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;16 h 50 min;16 h 00 min;1 escale;1 escale;07:30;00:20;06:30;22:30
145;132,99;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Ryanair;13 h 10 min;14 h 00 min;1 escale;1 escale;11:10;00:20;21:45;11:45
146;133,15;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Différentes compagnies;· Différentes compagnies;17 h 10 min;16 h 45 min;2 escales;1 escale;07:10;00:20;21:45;14:30
147;134,23;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;13 h 10 min;16 h 00 min;1 escale;1 escale;11:10;00:20;06:30;22:30
148;135,03;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Différentes compagnies;· Différentes compagnies;7 h 25 min;16 h 00 min;1 escale;1 escale;16:55;00:20;06:30;22:30
149;140,67;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Différentes compagnies;· Différentes compagnies;9 h 00 min;12 h 10 min;1 escale;1 escale;15:20;00:20;21:45;09:55
150;148,63;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· Iberia;2 h 05 min;2 h 10 min;direct;direct;17:20;19:25;19:55;22:05
151;149,42;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;12:40;14:45;09:50;11:55
152;149,42;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;14:25;16:30;09:50;11:55
153;149,78;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 15 min;2 h 05 min;direct;direct;11:40;13:55;14:30;16:35
154;149,78;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· Iberia;2 h 15 min;2 h 05 min;direct;direct;11:40;13:55;16:35;18:40
155;151,34;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;19:25;21:30;11:35;13:40
156;151,34;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;20:55;23:00;11:35;13:40
157;153,26;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;07:30;09:35;07:25;09:30
158;156,15;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;10:15;12:20;09:50;11:55
159;156,15;Adolfo Suárez M... (MAD), Madrid;Charles De Gaul... (CDG), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;17:20;19:25;09:50;11:55
160;157,11;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;12:40;14:45;07:25;09:30
161;157,11;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;14:25;16:30;07:25;09:30
162;163,83;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;10:15;12:20;07:25;09:30
163;163,83;Adolfo Suárez M... (MAD), Madrid;Paris Beauvais (BVA), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 05 min;2 h 05 min;direct;direct;17:20;19:25;07:25;09:30
164;166,04;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· Iberia;2 h 05 min;2 h 10 min;direct;direct;19:25;21:30;19:55;22:05
165;166,04;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;· Iberia;· Iberia;2 h 05 min;2 h 10 min;direct;direct;20:55;23:00;19:55;22:05
166;167,19;Paris Beauvais (BVA), Paris;Adolfo Suárez M... (MAD), Madrid;Adolfo Suárez M... (MAD), Madrid;Orly (ORY), Paris;· Iberia;· Iberia;2 h 15 min;2 h 05 min;direct;direct;11:40;13:55;18:05;20:10
